CustomerID,DateOfLastPurchase,DateOfFirstPurchase,NumberOfOrders,TotalValueOfOrders,DaysActive,DateDiffFirstToPresentDay,DaysPerOrder,AverageOrderValue,RecencyRanking,FrequencyRanking,MonetaryRanking,RFM_ID,Customer_Type
15467,2011-11-30 14:17:00 UTC,2011-07-10 14:42:00 UTC,3,524.88,143,145,48.333333333333336,174.96,1,2,2,122,Potentially loyal customer
15468,2011-10-19 13:49:00 UTC,2011-10-19 13:38:00 UTC,2,467.51,1,44,22,233.755,2,2,2,222,Customer needing attention
15469,2011-10-20 16:21:00 UTC,2011-08-11 16:54:00 UTC,2,538.55,70,113,56.5,269.275,2,2,2,222,Customer needing attention
15472,2011-08-18 15:17:00 UTC,2011-08-18 15:17:00 UTC,1,371.56,1,106,106,371.56,3,3,3,333,Lost
15473,2011-11-25 15:15:00 UTC,2011-10-10 11:12:00 UTC,7,1771.2,47,53,7.5714285714285712,253.02857142857144,1,1,1,111,Top customer
15475,2011-09-23 15:20:00 UTC,2011-09-23 15:20:00 UTC,1,454.11,1,70,70,454.11,2,3,2,232,Customer needing attention
15478,2011-10-30 14:19:00 UTC,2011-10-14 11:09:00 UTC,2,1441.42,17,49,24.5,720.71,2,2,1,221,Must not lose
15480,2011-08-15 14:32:00 UTC,2011-08-15 14:32:00 UTC,1,905.5,1,109,109,905.5,3,3,2,332,Lost
15482,2011-11-24 10:46:00 UTC,2010-12-16 10:08:00 UTC,12,11054.96,344,351,29.25,921.24666666666656,1,1,1,111,Top customer
15483,2011-07-01 13:07:00 UTC,2011-03-18 12:26:00 UTC,4,233.81,106,259,64.75,58.4525,3,1,3,313,On the way out
15484,2011-11-21 17:00:00 UTC,2011-09-22 13:31:00 UTC,3,2920.06,61,71,23.666666666666668,973.35333333333335,1,2,1,121,Potentially loyal customer
15485,2011-11-09 14:31:00 UTC,2010-12-01 13:23:00 UTC,3,2575,344,366,122,858.33333333333337,1,2,1,121,Potentially loyal customer
15488,2011-09-08 10:11:00 UTC,2011-09-08 10:11:00 UTC,1,91.32,1,85,85,91.32,2,3,3,233,Customer needing attention
15489,2011-11-17 08:53:00 UTC,2011-05-12 12:54:00 UTC,3,1134.28,189,204,68,378.09333333333331,1,2,1,121,Potentially loyal customer
15491,2011-09-05 15:56:00 UTC,2011-04-18 10:04:00 UTC,6,3100.09,141,228,38,516.68166666666673,2,1,1,211,Top customer
15492,2011-11-11 14:53:00 UTC,2011-09-26 14:02:00 UTC,2,659.46,47,67,33.5,329.73,1,2,2,122,Potentially loyal customer
15493,2011-11-07 12:04:00 UTC,2011-03-14 11:44:00 UTC,5,2001.8,239,263,52.6,400.36,2,1,1,211,Top customer
15494,2011-11-18 14:51:00 UTC,2011-08-10 15:29:00 UTC,2,1299.23,100,114,57,649.615,1,2,1,121,Potentially loyal customer
15497,2011-11-22 11:51:00 UTC,2011-01-24 10:01:00 UTC,2,1262.2,303,312,156,631.1,1,2,1,121,Potentially loyal customer
15498,2011-11-22 13:40:00 UTC,2010-12-08 12:29:00 UTC,26,12451.46,350,359,13.807692307692308,478.90230769230766,1,1,1,111,Top customer
15500,2011-12-01 13:47:00 UTC,2011-09-19 13:47:00 UTC,4,1131.56,74,74,18.5,282.89,1,1,1,111,Top customer
15502,2011-11-24 12:48:00 UTC,2010-12-05 15:40:00 UTC,12,10384.93,354,362,30.166666666666668,865.41083333333336,1,1,1,111,Top customer
15503,2010-12-12 10:57:00 UTC,2010-12-12 10:57:00 UTC,1,147.09,1,355,355,147.09,3,3,3,333,Lost
15504,2011-09-19 13:45:00 UTC,2011-09-19 13:45:00 UTC,1,52.83,1,74,74,52.83,2,3,3,233,Customer needing attention
15505,2011-10-18 07:56:00 UTC,2011-07-07 13:33:00 UTC,5,3610.96,103,148,29.6,722.192,2,1,1,211,Top customer
15506,2011-11-17 12:11:00 UTC,2011-07-24 11:45:00 UTC,3,979.26,117,131,43.666666666666664,326.42,1,2,2,122,Potentially loyal customer
15507,2011-06-21 11:19:00 UTC,2011-06-21 11:19:00 UTC,1,492.36,1,164,164,492.36,3,3,2,332,Lost
15508,2011-06-03 15:43:00 UTC,2011-04-18 15:31:00 UTC,6,1000.27,47,228,38,166.71166666666667,3,1,2,312,On the way out
15510,2011-01-13 12:10:00 UTC,2011-01-13 12:10:00 UTC,1,250,1,323,323,250,3,3,3,333,Lost
15511,2011-11-28 09:43:00 UTC,2011-09-15 15:05:00 UTC,5,909.23,74,78,15.6,181.846,1,1,2,112,Top customer
15512,2011-07-07 10:20:00 UTC,2010-12-15 12:01:00 UTC,2,121,204,352,176,60.5,3,2,3,323,On the way out
15513,2011-11-06 14:36:00 UTC,2010-12-01 11:22:00 UTC,19,14758.22,341,366,19.263157894736842,776.74842105263156,2,1,1,211,Top customer
15514,2011-11-27 14:40:00 UTC,2010-12-10 13:50:00 UTC,11,4139.46,353,357,32.454545454545453,376.31454545454545,1,1,1,111,Top customer
15516,2011-10-26 10:51:00 UTC,2011-10-24 11:33:00 UTC,3,62.43,2,39,13,20.81,2,2,3,223,Customer needing attention
15517,2011-04-20 14:02:00 UTC,2011-04-20 14:02:00 UTC,1,267.03,1,226,226,267.03,3,3,3,333,Lost
15518,2011-10-06 13:05:00 UTC,2011-01-11 12:55:00 UTC,8,1942.45,269,325,40.625,242.80625,2,1,1,211,Top customer
15521,2011-10-30 13:42:00 UTC,2011-03-30 09:15:00 UTC,8,3000.2,215,247,30.875,375.025,2,1,1,211,Top customer
15522,2011-11-07 11:26:00 UTC,2011-09-13 12:26:00 UTC,2,398.84,55,80,40,199.42,2,2,2,222,Customer needing attention
15523,2011-09-16 16:29:00 UTC,2011-09-16 16:29:00 UTC,1,412.01,1,77,77,412.01,2,3,2,232,Customer needing attention
15524,2011-11-15 12:09:00 UTC,2011-11-15 12:09:00 UTC,1,440,1,17,17,440,1,3,2,132,Potentially loyal customer
15525,2011-11-22 12:07:00 UTC,2010-12-01 13:17:00 UTC,2,511.23,356,366,183,255.615,1,2,2,122,Potentially loyal customer
15526,2011-11-06 15:04:00 UTC,2011-11-06 15:01:00 UTC,2,148.44,1,26,13,74.22,2,2,3,223,Customer needing attention
15527,2011-11-21 12:17:00 UTC,2010-12-20 14:15:00 UTC,8,2429.78,336,347,43.375,303.7225,1,1,1,111,Top customer
15528,2011-03-30 16:14:00 UTC,2011-03-30 16:14:00 UTC,1,229.33,1,247,247,229.33,3,3,3,333,Lost
15529,2011-11-17 11:29:00 UTC,2010-12-08 12:24:00 UTC,11,3995.23,344,359,32.636363636363633,363.20272727272726,1,1,1,111,Top customer
15530,2011-11-18 12:25:00 UTC,2011-04-07 11:16:00 UTC,4,1502.35,226,239,59.75,375.5875,1,1,1,111,Top customer
15531,2011-12-01 18:43:00 UTC,2011-11-09 17:47:00 UTC,2,2007.44,23,23,11.5,1003.72,1,2,1,121,Potentially loyal customer
15532,2011-11-14 14:51:00 UTC,2010-12-16 16:45:00 UTC,4,1580.93,333,351,87.75,395.2325,1,1,1,111,Top customer
15533,2011-11-20 15:35:00 UTC,2011-09-11 15:41:00 UTC,3,807.57,70,82,27.333333333333332,269.19,1,2,2,122,Potentially loyal customer
15535,2011-06-19 16:02:00 UTC,2011-01-16 12:35:00 UTC,4,536.4,155,320,80,134.1,3,1,2,312,On the way out
15537,2011-06-29 13:10:00 UTC,2011-06-29 13:10:00 UTC,1,110.92,1,156,156,110.92,3,3,3,333,Lost
15540,2011-11-28 13:51:00 UTC,2011-11-28 13:51:00 UTC,1,213.3,1,4,4,213.3,1,3,3,133,Recent or promising customer
15541,2011-08-17 14:58:00 UTC,2011-08-17 14:58:00 UTC,1,85.13,1,107,107,85.13,3,3,3,333,Lost
15543,2011-02-24 15:26:00 UTC,2011-02-24 15:26:00 UTC,1,127.86,1,281,281,127.86,3,3,3,333,Lost
15544,2011-11-30 16:43:00 UTC,2010-12-02 12:47:00 UTC,9,3546.71,364,365,40.555555555555557,394.07888888888891,1,1,1,111,Top customer
15545,2011-10-16 13:24:00 UTC,2010-12-03 17:28:00 UTC,2,292.72,317,364,182,146.36,2,2,3,223,Customer needing attention
15547,2011-10-30 15:19:00 UTC,2010-12-12 13:26:00 UTC,13,4432.43,323,355,27.307692307692307,340.95615384615388,2,1,1,211,Top customer
15549,2011-09-23 16:22:00 UTC,2011-01-27 15:38:00 UTC,3,1693.26,240,309,103,564.42,2,2,1,221,Must not lose
15550,2011-08-25 15:18:00 UTC,2011-02-11 12:49:00 UTC,3,433.28,196,294,98,144.42666666666665,3,2,2,322,On the way out
15551,2011-11-03 12:37:00 UTC,2011-11-03 12:37:00 UTC,1,436.06,1,29,29,436.06,2,3,2,232,Customer needing attention
15552,2011-05-06 14:47:00 UTC,2011-05-06 14:47:00 UTC,1,90.12,1,210,210,90.12,3,3,3,333,Lost
15553,2011-10-10 14:02:00 UTC,2011-10-10 14:02:00 UTC,1,437.23,1,53,53,437.23,2,3,2,232,Customer needing attention
15554,2011-03-07 09:00:00 UTC,2011-03-07 09:00:00 UTC,1,217.2,1,270,270,217.2,3,3,3,333,Lost
15555,2011-11-27 16:19:00 UTC,2010-12-05 14:45:00 UTC,16,4805.17,358,362,22.625,300.323125,1,1,1,111,Top customer
15556,2011-11-15 16:08:00 UTC,2011-11-15 16:08:00 UTC,1,279.77,1,17,17,279.77,1,3,3,133,Recent or promising customer
15557,2011-11-11 12:46:00 UTC,2011-11-11 12:46:00 UTC,1,473.65,1,21,21,473.65,1,3,2,132,Potentially loyal customer
15561,2011-11-28 11:07:00 UTC,2011-05-08 11:38:00 UTC,4,800.59,204,208,52,200.1475,1,1,2,112,Top customer
15562,2010-12-23 09:55:00 UTC,2010-12-23 09:55:00 UTC,1,134.55,1,344,344,134.55,3,3,3,333,Lost
15563,2011-11-17 14:50:00 UTC,2010-12-16 11:27:00 UTC,4,1400.44,337,351,87.75,350.11,1,1,1,111,Top customer
15565,2011-10-20 14:33:00 UTC,2011-09-30 10:44:00 UTC,2,173.16,21,63,31.5,86.58,2,2,3,223,Customer needing attention
15567,2011-11-21 10:48:00 UTC,2011-11-21 10:48:00 UTC,1,186.01,1,11,11,186.01,1,3,3,133,Recent or promising customer
15568,2011-10-26 11:51:00 UTC,2011-09-27 14:37:00 UTC,2,422.52,29,66,33,211.26,2,2,2,222,Customer needing attention
15569,2011-08-28 10:15:00 UTC,2011-01-11 13:26:00 UTC,5,1375.71,229,325,65,275.142,3,1,1,311,Must not lose
15570,2011-11-29 15:24:00 UTC,2010-12-05 12:57:00 UTC,11,4130.12,360,362,32.909090909090907,375.46545454545452,1,1,1,111,Top customer
15571,2011-11-28 10:02:00 UTC,2011-09-22 13:15:00 UTC,4,650.43,67,71,17.75,162.6075,1,1,2,112,Top customer
15572,2011-11-14 12:14:00 UTC,2011-03-06 14:44:00 UTC,6,2357.88,253,271,45.166666666666664,392.98,1,1,1,111,Top customer
15573,2011-11-08 11:38:00 UTC,2011-09-15 12:16:00 UTC,2,607.45,54,78,39,303.725,1,2,2,122,Potentially loyal customer
15574,2011-06-15 12:01:00 UTC,2010-12-02 15:46:00 UTC,4,702.25,195,365,91.25,175.5625,3,1,2,312,On the way out
15576,2011-11-02 12:03:00 UTC,2011-11-02 12:03:00 UTC,1,940.67,1,30,30,940.67,2,3,2,232,Customer needing attention
15577,2011-07-11 17:03:00 UTC,2011-02-07 13:32:00 UTC,3,258.88,155,298,99.333333333333329,86.293333333333337,3,2,3,323,On the way out
15578,2011-06-30 13:03:00 UTC,2011-06-30 13:03:00 UTC,1,127.1,1,155,155,127.1,3,3,3,333,Lost
15579,2011-10-02 12:45:00 UTC,2011-01-30 12:09:00 UTC,2,348.6,246,306,153,174.3,2,2,3,223,Customer needing attention
15581,2011-08-11 09:38:00 UTC,2010-12-08 14:38:00 UTC,13,3679.97,246,359,27.615384615384617,283.07461538461536,3,1,1,311,Must not lose
15582,2011-11-15 09:55:00 UTC,2011-05-03 13:36:00 UTC,3,682.91,196,213,71,227.63666666666666,1,2,2,122,Potentially loyal customer
15584,2011-11-16 10:55:00 UTC,2011-06-30 16:39:00 UTC,4,725.11,139,155,38.75,181.2775,1,1,2,112,Top customer
15585,2011-06-16 08:38:00 UTC,2011-06-16 08:38:00 UTC,1,455.3,1,169,169,455.3,3,3,2,332,Lost
15587,2011-10-20 13:37:00 UTC,2010-12-23 09:59:00 UTC,4,913.68,302,344,86,228.42,2,1,2,212,Must not lose
15589,2011-03-29 09:54:00 UTC,2011-02-02 10:46:00 UTC,3,478.53,55,303,101,159.51,3,2,2,322,On the way out
15592,2011-10-24 08:59:00 UTC,2011-10-24 08:59:00 UTC,1,388.58,1,39,39,388.58,2,3,2,232,Customer needing attention
15593,2011-09-30 11:46:00 UTC,2011-09-30 11:46:00 UTC,1,199.8,1,63,63,199.8,2,3,3,233,Customer needing attention
15594,2011-11-24 08:53:00 UTC,2011-04-19 10:08:00 UTC,5,1771.78,219,227,45.4,354.356,1,1,1,111,Top customer
15596,2011-08-31 10:55:00 UTC,2010-12-09 16:10:00 UTC,5,1406.59,265,358,71.6,281.318,2,1,1,211,Top customer
15597,2011-11-04 13:26:00 UTC,2011-11-04 13:26:00 UTC,1,324.57,1,28,28,324.57,2,3,3,233,Customer needing attention
15598,2011-10-17 16:04:00 UTC,2011-10-17 16:04:00 UTC,1,240.68,1,46,46,240.68,2,3,3,233,Customer needing attention
15599,2011-11-13 11:44:00 UTC,2011-05-19 13:05:00 UTC,2,761.74,178,197,98.5,380.87,1,2,2,122,Potentially loyal customer
15601,2011-11-28 15:15:00 UTC,2010-12-02 10:39:00 UTC,14,6776.56,362,365,26.071428571428573,484.04,1,1,1,111,Top customer
15602,2011-12-01 14:14:00 UTC,2010-12-06 15:35:00 UTC,9,1297.87,360,361,40.111111111111114,144.20777777777778,1,1,1,111,Top customer
15603,2011-09-22 10:04:00 UTC,2011-09-22 10:04:00 UTC,1,48.48,1,71,71,48.48,2,3,3,233,Customer needing attention
15604,2011-10-18 14:47:00 UTC,2011-10-18 14:47:00 UTC,1,216.39,1,45,45,216.39,2,3,3,233,Customer needing attention
15605,2011-11-03 14:17:00 UTC,2010-12-01 13:38:00 UTC,5,1198.23,338,366,73.2,239.64600000000002,2,1,1,211,Top customer
15606,2011-10-09 15:47:00 UTC,2011-01-19 12:07:00 UTC,9,2920.16,264,317,35.222222222222221,324.46222222222218,2,1,1,211,Top customer
15607,2011-01-07 12:44:00 UTC,2011-01-07 12:44:00 UTC,1,104.76,1,329,329,104.76,3,3,3,333,Lost
15608,2011-11-11 13:20:00 UTC,2011-08-11 09:56:00 UTC,4,1093.68,93,113,28.25,273.42,1,1,2,112,Top customer
15609,2011-06-08 13:00:00 UTC,2011-06-08 13:00:00 UTC,1,298.48,1,177,177,298.48,3,3,3,333,Lost
15610,2011-10-19 10:36:00 UTC,2011-10-19 10:36:00 UTC,1,112.46,1,44,44,112.46,2,3,3,233,Customer needing attention
15611,2011-11-30 12:36:00 UTC,2011-01-09 11:32:00 UTC,13,1591.45,326,327,25.153846153846153,122.41923076923078,1,1,1,111,Top customer
15612,2011-11-03 14:52:00 UTC,2011-10-09 12:49:00 UTC,2,195.15,26,54,27,97.575,2,2,3,223,Customer needing attention
15615,2011-11-29 14:42:00 UTC,2010-12-15 16:21:00 UTC,23,10399.74,349,352,15.304347826086957,452.16260869565218,1,1,1,111,Top customer
15618,2011-11-07 08:34:00 UTC,2011-07-26 10:13:00 UTC,4,776.85,104,129,32.25,194.2125,2,1,2,212,Must not lose
15619,2011-11-29 08:14:00 UTC,2011-11-29 08:14:00 UTC,1,336.4,1,3,3,336.4,1,3,3,133,Recent or promising customer
15620,2011-10-14 12:41:00 UTC,2010-12-16 14:34:00 UTC,3,1553.18,302,351,117,517.72666666666669,2,2,1,221,Must not lose
15621,2011-11-28 15:16:00 UTC,2011-11-18 11:49:00 UTC,2,1044.96,11,14,7,522.48,1,2,2,122,Potentially loyal customer
15622,2011-10-27 16:44:00 UTC,2011-03-02 13:42:00 UTC,9,3709.56,240,275,30.555555555555557,412.17333333333335,2,1,1,211,Top customer
15623,2011-07-21 17:26:00 UTC,2011-07-21 17:26:00 UTC,1,301.03,1,134,134,301.03,3,3,3,333,Lost
15624,2011-08-15 11:38:00 UTC,2011-03-28 13:32:00 UTC,4,588.13,140,249,62.25,147.0325,3,1,2,312,On the way out
15625,2011-08-28 10:21:00 UTC,2011-04-18 14:01:00 UTC,4,1534.26,132,228,57,383.565,3,1,1,311,Must not lose
15626,2011-09-26 10:03:00 UTC,2011-01-14 10:10:00 UTC,2,675.8,255,322,161,337.9,2,2,2,222,Customer needing attention
15628,2011-11-15 09:15:00 UTC,2010-12-08 09:51:00 UTC,8,2667.29,342,359,44.875,333.41125,1,1,1,111,Top customer
15630,2011-10-25 15:36:00 UTC,2011-05-19 10:16:00 UTC,2,1186.35,160,197,98.5,593.175,2,2,1,221,Must not lose
15632,2011-11-24 09:51:00 UTC,2011-03-10 08:29:00 UTC,8,3285.31,260,267,33.375,410.66375,1,1,1,111,Top customer
15634,2011-11-22 16:28:00 UTC,2011-11-22 16:28:00 UTC,1,243.55,1,10,10,243.55,1,3,3,133,Recent or promising customer
15636,2011-09-11 11:17:00 UTC,2011-03-02 14:50:00 UTC,2,724.76,193,275,137.5,362.38,2,2,2,222,Customer needing attention
15637,2011-10-18 08:28:00 UTC,2011-10-18 08:28:00 UTC,1,223.36,1,45,45,223.36,2,3,3,233,Customer needing attention
15639,2011-07-28 14:30:00 UTC,2011-07-28 14:30:00 UTC,1,425.32,1,127,127,425.32,3,3,2,332,Lost
15640,2011-11-23 14:36:00 UTC,2010-12-02 15:40:00 UTC,14,11329.18,356,365,26.071428571428573,809.22714285714289,1,1,1,111,Top customer
15641,2011-08-26 14:04:00 UTC,2010-12-15 14:45:00 UTC,4,1887.2,254,352,88,471.8,3,1,1,311,Must not lose
15643,2011-06-01 07:38:00 UTC,2011-03-02 14:34:00 UTC,3,664,91,275,91.666666666666671,221.33333333333334,3,2,2,322,On the way out
15644,2011-06-26 14:54:00 UTC,2011-03-23 15:37:00 UTC,4,813,95,254,63.5,203.25,3,1,2,312,On the way out
15645,2011-11-21 11:55:00 UTC,2011-11-21 11:55:00 UTC,1,612.01,1,11,11,612.01,1,3,2,132,Potentially loyal customer
15646,2011-07-05 09:53:00 UTC,2010-12-02 16:59:00 UTC,3,447.64,215,365,121.66666666666667,149.21333333333334,3,2,2,322,On the way out
15648,2011-05-19 15:53:00 UTC,2011-03-17 18:59:00 UTC,2,657.35,63,260,130,328.675,3,2,2,322,On the way out
15649,2011-01-07 13:34:00 UTC,2010-12-07 10:06:00 UTC,2,816,32,360,180,408,3,2,2,322,On the way out
15651,2011-11-03 08:41:00 UTC,2011-03-24 08:56:00 UTC,3,646.3,224,253,84.333333333333329,215.43333333333331,2,2,2,222,Customer needing attention
15652,2011-09-09 14:22:00 UTC,2011-09-09 14:22:00 UTC,1,337.74,1,84,84,337.74,2,3,3,233,Customer needing attention
15653,2011-09-08 10:49:00 UTC,2011-08-16 09:50:00 UTC,2,877.44,24,108,54,438.72,2,2,2,222,Customer needing attention
15654,2011-11-30 13:08:00 UTC,2011-11-13 15:15:00 UTC,2,922.53,17,19,9.5,461.265,1,2,2,122,Potentially loyal customer
15655,2011-04-10 15:25:00 UTC,2011-04-10 15:25:00 UTC,1,560.67,1,236,236,560.67,3,3,2,332,Lost
15656,2011-10-25 14:56:00 UTC,2011-02-28 15:32:00 UTC,4,748.5,239,277,69.25,187.125,2,1,2,212,Must not lose
15657,2011-11-17 12:19:00 UTC,2011-11-17 12:19:00 UTC,1,30,1,15,15,30,1,3,3,133,Recent or promising customer
15658,2011-06-02 15:22:00 UTC,2010-12-02 10:53:00 UTC,5,1024.1,183,365,73,204.82,3,1,2,312,On the way out
15659,2011-10-27 09:23:00 UTC,2011-10-27 09:23:00 UTC,1,306.45,1,36,36,306.45,2,3,3,233,Customer needing attention
15660,2011-11-14 16:58:00 UTC,2010-12-09 09:49:00 UTC,9,1600.86,341,358,39.777777777777779,177.87333333333333,1,1,1,111,Top customer
15661,2011-01-26 13:56:00 UTC,2011-01-05 12:32:00 UTC,2,309.8,22,331,165.5,154.9,3,2,3,323,On the way out
15663,2011-08-25 15:50:00 UTC,2011-08-25 15:50:00 UTC,1,138.14,1,99,99,138.14,3,3,3,333,Lost
15664,2011-10-20 10:57:00 UTC,2011-10-20 10:57:00 UTC,1,386.43,1,43,43,386.43,2,3,2,232,Customer needing attention
15665,2011-06-24 14:57:00 UTC,2011-04-10 15:09:00 UTC,2,2242.01,75,236,118,1121.005,3,2,1,321,Must not lose
15667,2011-10-31 10:56:00 UTC,2011-10-31 10:56:00 UTC,1,301.32,1,32,32,301.32,2,3,3,233,Customer needing attention
15668,2011-05-06 10:39:00 UTC,2011-05-06 10:39:00 UTC,1,76.32,1,210,210,76.32,3,3,3,333,Lost
15669,2011-10-30 16:03:00 UTC,2011-03-21 09:13:00 UTC,4,684.34,224,256,64,171.085,2,1,2,212,Must not lose
15670,2011-02-16 10:50:00 UTC,2011-02-16 10:50:00 UTC,1,173.05,1,289,289,173.05,3,3,3,333,Lost
15671,2011-11-21 12:43:00 UTC,2011-03-14 09:37:00 UTC,7,2657.13,253,263,37.571428571428569,379.59000000000003,1,1,1,111,Top customer
15673,2011-09-12 16:12:00 UTC,2011-01-16 16:25:00 UTC,4,2881.02,239,320,80,720.255,2,1,1,211,Top customer
15674,2011-09-27 15:17:00 UTC,2011-03-30 09:19:00 UTC,5,2446.6,182,247,49.4,489.32,2,1,1,211,Top customer
15675,2011-09-19 13:48:00 UTC,2011-03-04 14:21:00 UTC,3,323.69,199,273,91,107.89666666666666,2,2,3,223,Customer needing attention
15676,2011-11-21 12:40:00 UTC,2011-03-01 10:19:00 UTC,3,3435.76,266,276,92,1145.2533333333333,1,2,1,121,Potentially loyal customer
15677,2011-10-21 15:36:00 UTC,2011-10-21 15:36:00 UTC,1,657.23,1,42,42,657.23,2,3,2,232,Customer needing attention
15678,2011-10-18 09:25:00 UTC,2011-10-18 09:25:00 UTC,1,352.7,1,45,45,352.7,2,3,3,233,Customer needing attention
15679,2011-11-15 16:19:00 UTC,2011-06-10 08:24:00 UTC,4,781.28,159,175,43.75,195.32,1,1,2,112,Top customer
15680,2011-11-30 13:46:00 UTC,2010-12-08 14:43:00 UTC,3,1333.68,357,359,119.66666666666667,444.56,1,2,1,121,Potentially loyal customer
15681,2011-11-14 16:30:00 UTC,2011-03-04 13:46:00 UTC,5,1426.16,256,273,54.6,285.232,1,1,1,111,Top customer
15683,2011-08-14 12:56:00 UTC,2011-08-14 12:56:00 UTC,1,193.75,1,110,110,193.75,3,3,3,333,Lost
15687,2011-12-01 08:33:00 UTC,2011-01-13 15:13:00 UTC,9,2993.1,322,323,35.888888888888886,332.56666666666666,1,1,1,111,Top customer
15689,2011-08-12 09:37:00 UTC,2010-12-13 09:57:00 UTC,2,254.1,242,354,177,127.05,3,2,3,323,On the way out
15690,2011-08-31 11:40:00 UTC,2011-08-31 11:40:00 UTC,1,111,1,93,93,111,2,3,3,233,Customer needing attention
15691,2011-04-01 15:13:00 UTC,2011-04-01 15:13:00 UTC,1,136.8,1,245,245,136.8,3,3,3,333,Lost
15692,2011-11-11 14:12:00 UTC,2011-11-11 14:12:00 UTC,1,191.04,1,21,21,191.04,1,3,3,133,Recent or promising customer
15694,2011-12-01 18:16:00 UTC,2010-12-02 07:49:00 UTC,13,6072.6,365,365,28.076923076923077,467.12307692307695,1,1,1,111,Top customer
15695,2011-03-18 08:32:00 UTC,2011-03-18 08:31:00 UTC,2,409.98,1,259,129.5,204.99,3,2,2,322,On the way out
15696,2011-11-06 14:02:00 UTC,2011-01-17 11:24:00 UTC,8,2736.46,294,319,39.875,342.0575,2,1,1,211,Top customer
15699,2011-11-22 08:26:00 UTC,2011-11-22 08:26:00 UTC,1,309.65,1,10,10,309.65,1,3,3,133,Recent or promising customer
15700,2011-06-20 16:53:00 UTC,2011-06-19 15:36:00 UTC,2,696.68,2,166,83,348.34,3,2,2,322,On the way out
15701,2011-10-02 14:00:00 UTC,2011-08-21 12:36:00 UTC,3,1223.2,43,103,34.333333333333336,407.73333333333335,2,2,1,221,Must not lose
15703,2011-03-20 10:51:00 UTC,2011-03-20 10:51:00 UTC,1,211.5,1,257,257,211.5,3,3,3,333,Lost
15704,2011-07-22 13:35:00 UTC,2011-05-08 12:42:00 UTC,4,2293.62,76,208,52,573.405,3,1,1,311,Must not lose
15705,2011-05-22 15:37:00 UTC,2011-05-22 15:37:00 UTC,1,143.1,1,194,194,143.1,3,3,3,333,Lost
15706,2011-10-07 10:09:00 UTC,2011-08-15 14:32:00 UTC,4,1060.56,53,109,27.25,265.14,2,1,2,212,Must not lose
15707,2011-11-04 14:35:00 UTC,2011-09-14 14:19:00 UTC,4,945.58,52,79,19.75,236.395,2,1,2,212,Must not lose
15708,2011-10-30 10:54:00 UTC,2010-12-05 11:12:00 UTC,7,3364.24,329,362,51.714285714285715,480.60571428571427,2,1,1,211,Top customer
15709,2011-03-01 10:38:00 UTC,2011-03-01 10:38:00 UTC,1,133.25,1,276,276,133.25,3,3,3,333,Lost
15712,2011-11-30 14:09:00 UTC,2011-02-25 11:32:00 UTC,5,1072.36,279,280,56,214.47199999999998,1,1,2,112,Top customer
15713,2011-07-19 13:34:00 UTC,2010-12-08 15:16:00 UTC,2,356.7,223,359,179.5,178.35,3,2,3,323,On the way out
15714,2011-11-28 11:26:00 UTC,2011-09-23 11:25:00 UTC,2,330.88,67,70,35,165.44,1,2,3,123,Recent or promising customer
15716,2011-07-17 11:59:00 UTC,2010-12-05 12:26:00 UTC,4,1118.81,224,362,90.5,279.7025,3,1,2,312,On the way out
15717,2011-04-19 13:21:00 UTC,2011-04-19 13:21:00 UTC,1,150.3,1,227,227,150.3,3,3,3,333,Lost
15719,2011-11-07 12:29:00 UTC,2011-01-06 12:31:00 UTC,13,5045.61,305,330,25.384615384615383,388.1238461538461,2,1,1,211,Top customer
15720,2011-11-15 14:48:00 UTC,2011-11-15 14:48:00 UTC,1,598.73,1,17,17,598.73,1,3,2,132,Potentially loyal customer
15721,2011-11-28 12:14:00 UTC,2011-11-28 12:14:00 UTC,1,507.08,1,4,4,507.08,1,3,2,132,Potentially loyal customer
15722,2011-11-04 11:43:00 UTC,2011-02-22 12:24:00 UTC,5,2222.56,255,283,56.6,444.512,2,1,1,211,Top customer
15723,2010-12-10 11:12:00 UTC,2010-12-10 11:12:00 UTC,1,203.1,1,357,357,203.1,3,3,3,333,Lost
15724,2011-05-22 14:40:00 UTC,2011-02-28 10:40:00 UTC,2,218.25,84,277,138.5,109.125,3,2,3,323,On the way out
15725,2011-11-24 14:51:00 UTC,2011-11-24 14:51:00 UTC,1,415.25,1,8,8,415.25,1,3,2,132,Potentially loyal customer
15727,2011-11-23 12:36:00 UTC,2010-12-15 15:47:00 UTC,7,5178.96,343,352,50.285714285714285,739.85142857142853,1,1,1,111,Top customer
15729,2011-05-11 12:36:00 UTC,2011-05-11 12:36:00 UTC,1,85,1,205,205,85,3,3,3,333,Lost
15730,2011-10-05 12:31:00 UTC,2011-05-17 12:43:00 UTC,3,1120.88,141,199,66.333333333333329,373.62666666666672,2,2,2,222,Customer needing attention
15732,2011-05-11 14:24:00 UTC,2010-12-02 15:00:00 UTC,2,294.12,160,365,182.5,147.06,3,2,3,323,On the way out
15733,2011-03-02 09:05:00 UTC,2011-03-02 09:05:00 UTC,1,162.3,1,275,275,162.3,3,3,3,333,Lost
15734,2011-08-17 10:50:00 UTC,2011-05-23 14:59:00 UTC,2,1339.45,86,193,96.5,669.725,3,2,1,321,Must not lose
15737,2011-11-25 11:21:00 UTC,2011-04-11 10:01:00 UTC,8,1205.12,229,235,29.375,150.64,1,1,1,111,Top customer
